"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Arizona"	"04"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	11	34261	Unreliable
	"Arizona"	"04"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	13	34095	Unreliable
	"Arizona"	"04"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	11	35335	Unreliable
	"Arizona"	"04"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	12	35558	Unreliable
	"Arizona"	"04"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	12	35165	Unreliable
	"Arizona"	"04"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	13	33091	Unreliable
	"Arizona"	"04"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	13	34977	Unreliable
	"Arizona"	"04"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	11	35812	Unreliable
	"Arizona"	"04"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	19	35704	Unreliable
	"Arizona"	"04"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	10	36599	Unreliable
	"Arizona"	"04"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	13	33142	Unreliable
	"Arizona"	"04"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	10	33376	Unreliable
	"Arizona"	"04"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	11	36530	Unreliable
	"Arizona"	"04"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	10	33643	Unreliable
	"Arizona"	"04"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	16	36805	Unreliable
	"Arizona"	"04"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	15	34244	Unreliable
	"Arizona"	"04"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	12	35503	Unreliable
	"Arizona"	"04"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	11	31877	Unreliable
	"Arizona"	"04"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	14	34396	Unreliable
	"Arizona"	"04"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	14	34264	Unreliable
	"Arizona"	"04"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	10	34724	Unreliable
	"Arizona"	"04"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	13	31435	Unreliable
	"Arizona"	"04"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	13	33450	Unreliable
	"Arizona"	"04"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	18	34318	Unreliable
	"Arizona"	"04"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	15	29080	Unreliable
	"Arizona"	"04"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	13	29934	Unreliable
	"Arizona"	"04"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	12	32344	Unreliable
	"Arizona"	"04"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	12	33578	Unreliable
	"Arizona"	"04"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	11	34644	Unreliable
	"Arizona"	"04"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	13	28652	Unreliable
	"Arizona"	"04"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	11	30640	Unreliable
	"Arizona"	"04"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	18	32457	Unreliable
	"Arizona"	"04"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	13	33868	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	11	28595	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	12	29532	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	11	30809	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	11	32645	Unreliable
	"Arizona"	"04"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	10	27727	Unreliable
	"Arizona"	"04"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	11	28850	Unreliable
	"Arizona"	"04"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	12	33258	Unreliable
	"Arizona"	"04"	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	10	28760	Unreliable
	"California"	"06"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	12	208057	Unreliable
	"California"	"06"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	12	205641	Unreliable
	"California"	"06"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	13	188131	Unreliable
	"California"	"06"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	12	211615	Unreliable
	"California"	"06"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	10	207089	Unreliable
	"California"	"06"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	12	189741	Unreliable
	"California"	"06"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	15	211206	Unreliable
	"California"	"06"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	12	185154	Unreliable
	"California"	"06"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	10	205087	Unreliable
	"California"	"06"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	12	214357	Unreliable
	"California"	"06"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	12	215923	Unreliable
	"California"	"06"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	14	202484	Unreliable
	"California"	"06"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	15	205982	Unreliable
	"California"	"06"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	15	216025	Unreliable
	"California"	"06"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	10	194295	Unreliable
	"California"	"06"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	14	201275	Unreliable
	"California"	"06"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	11	204087	Unreliable
	"California"	"06"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	10	208942	Unreliable
	"California"	"06"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	10	194042	Unreliable
	"California"	"06"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	13	197674	Unreliable
	"California"	"06"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	15	201967	Unreliable
	"California"	"06"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	17	205982	Unreliable
	"California"	"06"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	10	203202	Unreliable
	"California"	"06"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	14	197088	Unreliable
	"California"	"06"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	15	199219	Unreliable
	"California"	"06"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	20	219884	9.1
	"California"	"06"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	11	208288	Unreliable
	"California"	"06"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	12	196881	Unreliable
	"California"	"06"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	13	202321	Unreliable
	"California"	"06"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	18	196701	Unreliable
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	25	226289	11.0
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	13	223418	Unreliable
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	14	199830	Unreliable
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	17	195069	Unreliable
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	11	200346	Unreliable
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	14	234143	Unreliable
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	10	235065	Unreliable
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	11	208456	Unreliable
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	13	201085	Unreliable
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	16	197229	Unreliable
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	22	214341	10.3
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	16	215489	Unreliable
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	23	218437	10.5
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	19	203902	Unreliable
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	14	195607	Unreliable
	"California"	"06"	"32 years"	"32"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	10	204384	Unreliable
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	32	219507	14.6
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	25	215093	11.6
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	20	233412	8.6
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	14	218255	Unreliable
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	17	204285	Unreliable
	"California"	"06"	"33 years"	"33"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	11	195251	Unreliable
	"California"	"06"	"33 years"	"33"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	11	200432	Unreliable
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	33	216021	15.3
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	19	211984	Unreliable
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	10	215227	Unreliable
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	23	217538	10.6
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	16	232205	Unreliable
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	18	216967	Unreliable
	"California"	"06"	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	11	198749	Unreliable
	"California"	"06"	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	17	200602	Unreliable
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	52	225850	23.0
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	19	217154	Unreliable
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	27	213523	12.6
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	20	215765	9.3
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	34	230006	14.8
	"California"	"06"	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	11	219313	Unreliable
	"California"	"06"	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	11	215584	Unreliable
	"California"	"06"	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	15	195636	Unreliable
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	38	236396	16.1
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	32	232392	13.8
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	16	215046	Unreliable
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	22	210224	10.5
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	28	213137	13.1
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	19	215795	Unreliable
	"California"	"06"	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	11	216435	Unreliable
	"California"	"06"	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	13	196959	Unreliable
	"California"	"06"	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	13	196542	Unreliable
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	37	229326	16.1
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	32	226285	14.1
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	21	212977	9.9
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	29	207755	14.0
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	16	210516	Unreliable
	"California"	"06"	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	11	214953	Unreliable
	"California"	"06"	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	11	196121	Unreliable
	"California"	"06"	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	15	194162	Unreliable
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	51	227234	22.4
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	34	224524	15.1
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	16	226497	Unreliable
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	25	226190	11.1
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	24	210359	11.4
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	32	205280	15.6
	"California"	"06"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	17	214810	Unreliable
	"California"	"06"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	10	213373	Unreliable
	"California"	"06"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	17	211753	Unreliable
	"California"	"06"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	13	194945	Unreliable
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	54	226911	23.8
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	39	226306	17.2
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	22	223554	9.8
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	34	224766	15.1
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	30	224318	13.4
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	21	208300	10.1
	"California"	"06"	"39 years"	"39"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	10	213186	Unreliable
	"California"	"06"	"39 years"	"39"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	19	211907	Unreliable
	"California"	"06"	"39 years"	"39"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	19	212922	Unreliable
	"California"	"06"	"39 years"	"39"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	12	210695	Unreliable
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	46	223219	20.6
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	20	224246	8.9
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	19	224559	Unreliable
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	31	221424	14.0
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	45	222399	20.2
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	29	221872	13.1
	"California"	"06"	"40 years"	"40"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	12	214908	Unreliable
	"California"	"06"	"40 years"	"40"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	16	212441	Unreliable
	"California"	"06"	"40 years"	"40"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	10	211022	Unreliable
	"California"	"06"	"40 years"	"40"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	13	211345	Unreliable
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	49	226946	21.6
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	40	232054	17.2
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	17	222791	Unreliable
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	35	222724	15.7
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	37	219560	16.9
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	36	220526	16.3
	"California"	"06"	"41 years"	"41"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	19	202780	Unreliable
	"California"	"06"	"41 years"	"41"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	13	203193	Unreliable
	"California"	"06"	"41 years"	"41"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	18	213199	Unreliable
	"California"	"06"	"41 years"	"41"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	19	210410	Unreliable
	"California"	"06"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	52	210376	24.7
	"California"	"06"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	24	210547	11.4
	"California"	"06"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	14	230383	Unreliable
	"California"	"06"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	43	221114	19.4
	"California"	"06"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	38	221096	17.2
	"California"	"06"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	35	217477	16.1
	"California"	"06"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	18	205519	Unreliable
	"California"	"06"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	11	207791	Unreliable
	"California"	"06"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	23	217515	10.6
	"California"	"06"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	11	212089	Unreliable
	"California"	"06"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	29	210403	13.8
	"California"	"06"	"42 years"	"42"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	12	20693	Unreliable
	"California"	"06"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	41	213047	19.2
	"California"	"06"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	33	215773	15.3
	"California"	"06"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	20	212523	9.4
	"California"	"06"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	58	229113	25.3
	"California"	"06"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	42	219454	19.1
	"California"	"06"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	34	219427	15.5
	"California"	"06"	"43 years"	"43"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	21	204432	10.3
	"California"	"06"	"43 years"	"43"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	19	217235	Unreliable
	"California"	"06"	"43 years"	"43"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	10	211300	Unreliable
	"California"	"06"	"43 years"	"43"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	10	21816	Unreliable
	"California"	"06"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	43	202070	21.3
	"California"	"06"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	26	206207	12.6
	"California"	"06"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	14	212934	Unreliable
	"California"	"06"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	35	211144	16.6
	"California"	"06"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	48	228002	21.1
	"California"	"06"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	33	217738	15.2
	"California"	"06"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	19	194150	Unreliable
	"California"	"06"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	11	196945	Unreliable
	"California"	"06"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	21	204567	10.3
	"California"	"06"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	13	203014	Unreliable
	"California"	"06"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	17	214940	Unreliable
	"California"	"06"	"44 years"	"44"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	11	19545	Unreliable
	"California"	"06"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	55	198349	27.7
	"California"	"06"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	41	200739	20.4
	"California"	"06"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	19	208073	Unreliable
	"California"	"06"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	43	210952	20.4
	"California"	"06"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	35	209074	16.7
	"California"	"06"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	40	225055	17.8
	"California"	"06"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	10	192229	Unreliable
	"California"	"06"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	23	202731	11.3
	"California"	"06"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	23	203321	11.3
	"California"	"06"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	12	201025	Unreliable
	"California"	"06"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	61	196002	31.1
	"California"	"06"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	43	203066	21.2
	"California"	"06"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	27	199154	13.6
	"California"	"06"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	42	206199	20.4
	"California"	"06"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	37	209005	17.7
	"California"	"06"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	36	206495	17.4
	"California"	"06"	"46 years"	"46"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	11	182190	Unreliable
	"California"	"06"	"46 years"	"46"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	29	195227	14.9
	"California"	"06"	"46 years"	"46"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	16	201981	Unreliable
	"California"	"06"	"46 years"	"46"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	26	202020	12.9
	"California"	"06"	"46 years"	"46"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	11	17760	Unreliable
	"California"	"06"	"46 years"	"46"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	11	18931	Unreliable
	"California"	"06"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	64	182718	35.0
	"California"	"06"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	24	187299	12.8
	"California"	"06"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	16	201716	Unreliable
	"California"	"06"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	44	198012	22.2
	"California"	"06"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	54	205240	26.3
	"California"	"06"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	47	207633	22.6
	"California"	"06"	"47 years"	"47"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	11	178171	Unreliable
	"California"	"06"	"47 years"	"47"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	11	183239	Unreliable
	"California"	"06"	"47 years"	"47"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	14	196786	Unreliable
