"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Texas"	"48"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	14	139882	Unreliable
	"Texas"	"48"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	24	147118	16.3
	"Texas"	"48"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	25	144032	17.4
	"Texas"	"48"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	17	142445	Unreliable
	"Texas"	"48"	"43 years"	"43"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	11	136895	Unreliable
	"Texas"	"48"	"43 years"	"43"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	11	143504	Unreliable
	"Texas"	"48"	"43 years"	"43"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	19	142320	Unreliable
	"Texas"	"48"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	21	130185	16.1
	"Texas"	"48"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	17	135086	Unreliable
	"Texas"	"48"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	22	139730	15.7
	"Texas"	"48"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	26	140188	18.5
	"Texas"	"48"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	29	147331	19.7
	"Texas"	"48"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	21	144571	14.5
	"Texas"	"48"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	11	136645	Unreliable
	"Texas"	"48"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	10	136390	Unreliable
	"Texas"	"48"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	12	142888	Unreliable
	"Texas"	"48"	"44 years"	"44"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	10	20805	Unreliable
	"Texas"	"48"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	16	129257	Unreliable
	"Texas"	"48"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	17	130953	Unreliable
	"Texas"	"48"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	20	136967	14.6
	"Texas"	"48"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	30	138833	21.6
	"Texas"	"48"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	21	139085	15.1
	"Texas"	"48"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	28	146127	19.2
	"Texas"	"48"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	13	129545	Unreliable
	"Texas"	"48"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	18	136383	Unreliable
	"Texas"	"48"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	16	136860	Unreliable
	"Texas"	"48"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	14	136740	Unreliable
	"Texas"	"48"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	14	128173	Unreliable
	"Texas"	"48"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	11	131234	Unreliable
	"Texas"	"48"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	21	130592	16.1
	"Texas"	"48"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	22	136383	16.1
	"Texas"	"48"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	25	138162	18.1
	"Texas"	"48"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	29	138493	20.9
	"Texas"	"48"	"46 years"	"46"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	13	129653	Unreliable
	"Texas"	"48"	"46 years"	"46"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	16	136980	Unreliable
	"Texas"	"48"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	11	119051	Unreliable
	"Texas"	"48"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	16	122129	Unreliable
	"Texas"	"48"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	16	131249	Unreliable
	"Texas"	"48"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	22	130648	16.8
	"Texas"	"48"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	19	136667	Unreliable
	"Texas"	"48"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	22	138801	15.9
	"Texas"	"48"	"47 years"	"47"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	20	129953	15.4
	"Texas"	"48"	"47 years"	"47"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	14	136849	Unreliable
	"Texas"	"48"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	15	124215	Unreliable
	"Texas"	"48"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	17	131001	Unreliable
	"Texas"	"48"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	22	130288	16.9
	"Texas"	"48"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	20	136621	14.6
	"Texas"	"48"	"48 years"	"48"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	11	125295	Unreliable
	"Texas"	"48"	"48 years"	"48"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	10	130071	Unreliable
	"Texas"	"48"	"48 years"	"48"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	10	129694	Unreliable
	"Texas"	"48"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	12	114087	Unreliable
	"Texas"	"48"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	15	120483	Unreliable
	"Texas"	"48"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	20	123713	16.2
	"Texas"	"48"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	20	130298	15.3
	"Texas"	"48"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	34	129553	26.2
	"Texas"	"48"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	15	125453	Unreliable
	"Texas"	"48"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	12	130359	Unreliable
	"Texas"	"48"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	12	109649	Unreliable
	"Texas"	"48"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	13	114297	Unreliable
	"Texas"	"48"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	15	120206	Unreliable
	"Texas"	"48"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	17	123235	Unreliable
	"Texas"	"48"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	21	129972	16.2
	"Texas"	"48"	"50 years"	"50"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	10	112371	Unreliable
	"Texas"	"48"	"50 years"	"50"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	16	115162	Unreliable
	"Texas"	"48"	"50 years"	"50"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	11	14206	Unreliable
	"Texas"	"48"	"50 years"	"50"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	10	15481	Unreliable
	"Texas"	"48"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	14	110698	Unreliable
	"Texas"	"48"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	11	113701	Unreliable
	"Texas"	"48"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	17	119627	Unreliable
	"Texas"	"48"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	17	122704	Unreliable
	"Texas"	"48"	"51 years"	"51"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	12	112594	Unreliable
	"Texas"	"48"	"51 years"	"51"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	10	122212	Unreliable
	"Texas"	"48"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	20	110815	18.0
	"Texas"	"48"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	16	113798	Unreliable
	"Texas"	"48"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	11	119950	Unreliable
	"Texas"	"48"	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	15	110099	Unreliable
	"Texas"	"48"	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	13	112938	Unreliable
	"Texas"	"48"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	11	105680	Unreliable
	"Texas"	"48"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	14	108962	Unreliable
	"Texas"	"48"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	15	110265	Unreliable
	"Texas"	"48"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	15	104425	Unreliable
	"Texas"	"48"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	11	108785	Unreliable
	"Utah"	"49"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	11	14739	Unreliable
	"Utah"	"49"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	10	13966	Unreliable
	"Virginia"	"51"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	13	35713	Unreliable
	"Virginia"	"51"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	11	44498	Unreliable
	"Virginia"	"51"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	12	44612	Unreliable
	"Virginia"	"51"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	12	46056	Unreliable
	"Virginia"	"51"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	17	46562	Unreliable
	"Virginia"	"51"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	11	44546	Unreliable
	"Virginia"	"51"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	16	46104	Unreliable
	"Virginia"	"51"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	10	46042	Unreliable
	"Virginia"	"51"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	13	45694	Unreliable
	"Virginia"	"51"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	10	45541	Unreliable
	"Virginia"	"51"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	12	44383	Unreliable
	"Virginia"	"51"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	14	45892	Unreliable
	"Virginia"	"51"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	13	45499	Unreliable
	"Virginia"	"51"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	11	45135	Unreliable
	"Virginia"	"51"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	11	44473	Unreliable
	"Virginia"	"51"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	10	44879	Unreliable
	"Virginia"	"51"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	10	44657	Unreliable
	"Virginia"	"51"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	11	45657	Unreliable
	"Virginia"	"51"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	13	43821	Unreliable
	"Virginia"	"51"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	11	44337	Unreliable
	"Virginia"	"51"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	11	45500	Unreliable
	"Virginia"	"51"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	11	42854	Unreliable
	"Virginia"	"51"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	10	44331	Unreliable
	"Virginia"	"51"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	10	44327	Unreliable
	"Virginia"	"51"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	12	44445	Unreliable
	"Virginia"	"51"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	11	42752	Unreliable
	"Washington"	"53"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	10	36913	Unreliable
	"Washington"	"53"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	10	39390	Unreliable
	"Washington"	"53"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	12	38185	Unreliable
	"Washington"	"53"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	10	37892	Unreliable
	"Washington"	"53"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	11	38134	Unreliable
	"Washington"	"53"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	11	37933	Unreliable
	"Washington"	"53"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	11	43920	Unreliable
	"Washington"	"53"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	10	42626	Unreliable
	"Washington"	"53"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	10	37867	Unreliable
	"Washington"	"53"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	11	43298	Unreliable
	"Washington"	"53"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	10	42635	Unreliable
	"Washington"	"53"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	11	42008	Unreliable
	"Washington"	"53"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	11	43039	Unreliable
	"Washington"	"53"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	14	42678	Unreliable
	"Washington"	"53"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	11	41879	Unreliable
	"Washington"	"53"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	12	40692	Unreliable
	"Washington"	"53"	"40 years"	"40"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	14	42371	Unreliable
	"Washington"	"53"	"40 years"	"40"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	14	40756	Unreliable
	"Washington"	"53"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	12	45272	Unreliable
	"Washington"	"53"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	15	45219	Unreliable
	"Washington"	"53"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	12	42747	Unreliable
	"Washington"	"53"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	10	43173	Unreliable
	"Washington"	"53"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	15	42442	Unreliable
	"Washington"	"53"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	15	43986	Unreliable
	"Washington"	"53"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	11	42438	Unreliable
	"Washington"	"53"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	10	43468	Unreliable
	"Washington"	"53"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	14	44720	Unreliable
	"Washington"	"53"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	12	44485	Unreliable
	"Washington"	"53"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	11	42903	Unreliable
	"Washington"	"53"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	13	44808	Unreliable
	"Washington"	"53"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	20	42617	46.9
	"Washington"	"53"	"43 years"	"43"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	12	42607	Unreliable
	"Washington"	"53"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	16	42691	Unreliable
	"Washington"	"53"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	10	43317	Unreliable
	"Washington"	"53"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	10	44182	Unreliable
	"Washington"	"53"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	12	42869	Unreliable
	"Washington"	"53"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	11	44646	Unreliable
	"Washington"	"53"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	10	42391	Unreliable
	"Washington"	"53"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	10	43298	Unreliable
	"Washington"	"53"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	20	42691	46.8
	"Washington"	"53"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	10	42505	Unreliable
	"Washington"	"53"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	14	43921	Unreliable
	"Washington"	"53"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	10	43950	Unreliable
	"Washington"	"53"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	13	42467	Unreliable
	"Washington"	"53"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	17	44242	Unreliable
	"Washington"	"53"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	17	42347	Unreliable
	"Washington"	"53"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	15	43243	Unreliable
	"Washington"	"53"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	11	42440	Unreliable
	"Washington"	"53"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	14	42312	Unreliable
	"Washington"	"53"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	11	43106	Unreliable
	"Washington"	"53"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	18	42385	Unreliable
	"Washington"	"53"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	18	43739	Unreliable
	"Washington"	"53"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	20	43763	45.7
	"Washington"	"53"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	13	41042	Unreliable
	"Washington"	"53"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	10	41695	Unreliable
	"Washington"	"53"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	10	43104	Unreliable
	"Washington"	"53"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	14	42315	Unreliable
	"Washington"	"53"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	17	43898	Unreliable
	"Washington"	"53"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	17	41388	Unreliable
	"Washington"	"53"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	12	42830	Unreliable
	"Washington"	"53"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	16	42040	Unreliable
	"Washington"	"53"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	12	42052	Unreliable
	"Washington"	"53"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	13	42938	Unreliable
	"Washington"	"53"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	10	37937	Unreliable
	"Washington"	"53"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	14	37530	Unreliable
	"Washington"	"53"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	13	41200	Unreliable
	"Washington"	"53"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	13	42879	Unreliable
	"Washington"	"53"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	12	38257	Unreliable
	"Washington"	"53"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	12	40494	Unreliable
	"Washington"	"53"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	12	41048	Unreliable
	"Washington"	"53"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	14	39044	Unreliable
	"Washington"	"53"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	14	40703	Unreliable
	"Washington"	"53"	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	11	37534	Unreliable
	"Washington"	"53"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	12	37586	Unreliable
	"Washington"	"53"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	14	37806	Unreliable
	"Washington"	"53"	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	10	38433	Unreliable
	"West Virginia"	"54"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	11	12603	Unreliable
	"Wisconsin"	"55"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	12	39801	Unreliable
	"Wisconsin"	"55"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	11	40317	Unreliable
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"MCD - ICD-10 Codes: T40.0 (Opium); T40.1 (Heroin); T40.2 (Other opioids); T40.3 (Methadone); T40.4 (Other synthetic narcotics);"
"T40.5 (Cocaine); T40.6 (Other and unspecified narcotics)"
"Year/Month: 1999; 2000; 2001; 2002; 2003; 2004"
"Group By: State; Single-Year Ages; Gender; Race; Year"
"Show Totals: Disabled"
"Show Zero Values: Disabled"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Jan 6, 2025 10:30:03 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Jan 6, 2025 10:30:03 AM"
"---"
Messages:
"1. The full results are too long to be displayed. Due to suppression constraints rows that are zero, suppressed or a total will"
"not be available."
"---"
Caveats:
"1. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"4. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Racial Differences."
"5. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1"
"resident population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures"
"for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1"
"resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012."
"Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of"
"July 1 estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
"7. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#ICD-10 Changes."
